1,2,3.5
1,29,3.5
1,32,3.5
1,50,3.5
1,112,3.5
1,223,4.0
1,253,4.0
1,260,4.0
1,293,4.0
1,296,4.0
1,318,4.0
1,337,3.5
1,541,4.0
1,589,3.5
1,593,3.5
1,653,3.0
1,924,3.5
1,1036,4.0
1,1079,4.0
1,1080,3.5
1,1089,3.5
1,1090,4.0
1,1097,4.0
1,1136,3.5
1,1193,3.5
1,1196,4.5
1,1198,4.5
1,1208,3.5
1,1215,4.0
1,1217,3.5
1,1222,3.5
1,1240,4.0
1,1246,3.5
1,1249,4.0
1,1258,4.0
1,1261,3.5
1,1262,3.5
1,1278,4.0
1,1291,3.5
1,1304,3.0
1,1321,4.0
1,1333,4.0
1,1358,4.0
1,1370,3.0
1,1374,4.0
1,1387,4.0
1,1525,3.0
1,1750,3.5
1,1920,3.5
1,1997,3.5
1,2138,4.0
1,2140,4.0
1,2174,4.0
1,2193,4.0
1,2194,3.5
1,2291,4.0
1,2628,4.0
1,2683,3.5
1,2692,3.5
1,2761,3.0
1,2762,4.0
1,2804,3.5
1,2872,4.0
1,2918,3.5
1,2944,4.0
1,2947,3.5
1,2959,4.0
1,2968,4.0
1,3000,3.5
1,3030,3.0
1,3081,4.0
1,3153,4.0
1,3479,4.0
1,3489,4.0
1,3499,4.0
1,3889,4.0
1,3996,4.0
1,3997,3.5
1,4027,4.0
1,4105,3.5
1,4128,4.0
1,4133,3.0
1,4226,3.5
1,4306,4.0
1,4446,3.5
1,4571,4.0
1,4878,3.5
1,4896,4.0
1,4915,3.0
1,4980,3.5
1,4993,5.0
1,5026,4.0
1,5040,3.0
1,5146,3.5
1,5797,4.0
1,5816,4.0
1,5898,3.5
1,5952,5.0
1,5999,3.5
1,6093,4.0
1,6242,3.5
1,6502,3.5
1,6539,4.0
1,6774,4.0
1,6807,3.5
1,6834,3.5
1,6888,3.0
1,7153,5.0
1,7247,3.5
1,7389,4.0
1,7438,4.0
1,8368,4.0
1,8507,5.0
1,8636,4.5
1,8690,3.5
1,8961,4.0
1,31696,4.0
2,3,4.0
2,62,5.0
2,70,5.0
2,260,5.0
2,266,5.0
2,469,3.0
2,480,5.0
2,541,5.0
2,589,5.0
2,891,2.0
2,908,4.0
2,924,5.0
2,1121,3.0
2,1196,5.0
2,1210,5.0
2,1249,5.0
2,1270,5.0
2,1356,5.0
2,1544,5.0
2,1673,4.0
2,1965,3.0
2,1969,2.0
2,1970,2.0
2,1971,2.0
2,1972,2.0
2,1973,3.0
2,1986,2.0
2,2291,2.0
2,2791,2.0
2,2948,5.0
2,2951,4.0
2,3150,4.0
2,3159,3.0
2,3173,4.0
2,3450,5.0
2,3513,5.0
2,3534,3.0
2,3555,4.0
2,3917,4.0
2,3918,3.0
2,3923,4.0
2,3926,4.0
2,3927,5.0
2,3928,5.0
3,1,4.0
3,32,4.0
3,50,5.0
3,160,3.0
3,173,2.0
3,196,3.0
3,223,5.0
3,260,5.0
3,316,5.0
3,318,5.0
3,329,5.0
3,337,3.0
3,480,5.0
3,490,5.0
3,512,2.0
3,541,5.0
3,589,4.0
3,593,5.0
3,610,4.0
3,858,5.0
3,905,3.0
3,924,5.0
3,1037,3.0
3,1073,5.0
3,1079,4.0
3,1089,5.0
3,1094,4.0
3,1097,5.0
3,1103,4.0
3,1125,4.0
3,1129,5.0
3,1179,3.0
3,1188,2.0
3,1193,4.0
3,1196,5.0
3,1197,5.0
3,1198,5.0
3,1206,5.0
3,1208,5.0
3,1210,5.0
3,1213,5.0
3,1215,4.0
3,1220,5.0
3,1221,5.0
3,1222,5.0
3,1228,3.0
3,1230,5.0
3,1240,5.0
3,1247,5.0
3,1257,5.0
3,1258,5.0
3,1261,5.0
3,1270,5.0
3,1272,4.0
3,1276,5.0
3,1278,5.0
3,1288,2.0
3,1304,5.0
3,1307,4.0
3,1321,5.0
3,1333,4.0
3,1356,5.0
3,1372,3.0
3,1373,4.0
3,1374,5.0
3,1375,5.0
3,1376,4.0
3,1544,4.0
3,1653,4.0
3,1762,4.0
3,1810,3.0
3,1831,5.0
3,1876,4.0
3,1921,4.0
3,2009,5.0
3,2011,3.0
3,2012,3.0
3,2028,4.0
3,2046,5.0
3,2053,3.0
3,2054,4.0
3,2076,5.0
3,2105,4.0
3,2140,4.0
3,2150,5.0
3,2236,4.0
3,2329,4.0
3,2371,4.0
3,2391,5.0
3,2505,4.0
3,2530,4.0
3,2531,3.0
3,2532,4.0
3,2533,3.0
3,2541,1.0
3,2551,4.0
3,2567,3.0
3,2571,5.0
3,2613,4.0
3,2615,4.0
3,2628,5.0
3,2642,3.0
3,2643,1.0
3,2657,3.0
3,2668,4.0
3,2699,3.0
3,2710,5.0
3,2722,4.0
3,2750,4.0
3,2791,5.0
3,2797,4.0
3,2857,3.0
3,2872,5.0
3,2900,3.0
3,2918,5.0
3,2947,4.0
3,2948,4.0
3,2949,4.0
3,2968,5.0
3,2986,2.0
3,3033,5.0
3,3070,4.0
3,3072,4.0
3,3098,4.0
3,3142,4.0
4,10,4.0
4,19,3.0
4,32,1.0
4,329,3.0
4,356,4.0
4,368,4.0
4,370,4.0
4,380,3.0
4,420,3.0
4,431,4.0
4,480,4.0
4,519,3.0
4,520,4.0
4,548,3.0
4,589,4.0
5,2,3.0
5,11,5.0
5,17,3.0
5,60,3.0
5,62,5.0
5,104,2.0
5,141,5.0
5,150,5.0
5,224,2.0
5,235,3.0
5,260,5.0
5,282,4.0
5,316,4.0
5,318,5.0
5,368,5.0
5,370,4.0
5,376,4.0
5,380,5.0
5,475,4.0
5,480,4.0
5,500,5.0
5,508,5.0
5,515,3.0
5,529,4.0
5,589,5.0
5,590,5.0
5,593,3.0
5,631,3.0
5,648,3.0
5,671,5.0
5,708,3.0
5,720,5.0
5,1028,5.0
5,1036,5.0
5,1042,4.0
5,1073,2.0
5,1079,5.0
5,1080,5.0
5,1097,5.0
5,1136,5.0
5,1196,5.0
5,1198,5.0
5,1210,5.0
5,1291,5.0
5,1393,5.0
6,1,5.0
6,3,3.0
6,17,5.0
6,52,5.0
6,62,5.0
6,135,3.0
6,141,5.0
6,260,4.0
6,494,4.0
6,628,4.0
6,648,5.0
6,653,4.0
6,708,4.0
6,719,3.0
6,743,3.0
6,802,3.0
6,1073,1.0
7,3,3.0
7,11,4.0
7,15,2.0
7,17,2.0
7,105,2.0
7,252,2.0
7,260,5.0
7,271,3.0
7,276,2.0
7,316,3.0
7,348,4.0
